23;19;12;4-10;
23;19;13;2-10;
23;19;14;3-10;
23;18;15;3-10;
23;11;15;4-10;
23;12;19;4-10;
23;12;18;1-10;
24;12;9;0;
24;6;8;0;
24;13;13;0;
24;13;9;0;
24;9;12;0;
24;5;9;0;
24;4;10;4-10;
24;2;5;3-10;
24;3;5;1-10;
24;2;6;3-10;
24;15;7;6-10;
24;16;8;2-10;
24;15;9;2-10;
24;10;14;3-10;
24;9;14;6-10;
24;7;13;6-10;
24;7;12;2-10;
24;5;11;3-10;
25;13;17;0;
25;13;7;0;
25;14;8;0;
25;10;12;0;
25;15;12;0;
25;18;13;0;
25;18;14;0;
25;13;12;0;
25;14;12;0;
25;12;13;0;
25;17;9;3-10;
25;18;10;4-10;
25;19;10;3-10;
25;19;11;1-10;
25;20;13;4-10;
25;20;14;1-10;
25;19;16;1-10;
25;18;16;3-10;
25;11;14;6-10;
25;10;15;2-10;
25;13;20;1-10;
25;12;20;4-10;
26;4;8;0;
26;3;7;0;
26;13;10;0;
26;12;10;0;
26;11;12;0;
26;16;11;0;
26;18;12;0;
26;12;15;0;
26;13;18;0;
26;12;17;0;
26;14;7;0;
26;15;8;0;
26;14;9;0;
26;14;10;0;
26;9;13;0;
26;5;10;0;
26;3;11;6-10;
26;3;10;4-10;
26;16;6;3-10;
26;16;7;6-10;
26;9;15;3-10;
26;8;15;4-10;
26;8;14;6-10;
26;6;13;2-10;
26;6;11;4-10;
26;6;12;6-10;
27;15;11;0;
27;4;9;0;
27;3;6;0;
27;12;12;0;
27;8;12;0;
27;17;10;0;
27;18;11;0;
27;19;12;0;
27;19;14;0;
27;18;15;0;
27;11;15;0;
27;12;19;0;
27;19;9;1-10;
27;21;13;4-10;
27;21;14;2-10;
27;20;15;2-10;
27;20;16;6-10;
27;18;17;3-10;
27;17;17;6-10;
27;14;20;6-10;
27;11;21;6-10;
27;11;20;3-10;
28;2;7;0;
28;13;11;0;
28;19;13;0;
28;4;10;0;
28;2;5;0;
28;2;6;0;
28;10;14;0;
28;5;11;0;
28;4;12;3-10;
28;3;12;2-10;
28;2;11;2-10;
28;2;9;3-10;
28;2;10;4-10;
28;15;5;2-10;
28;16;5;3-10;
28;17;6;4-10;
28;9;16;6-10;
28;8;16;2-10;
28;7;15;2-10;
28;6;14;4-10;
28;5;13;2-10;
29;12;18;0;
29;15;7;0;
29;16;8;0;
29;15;9;0;
29;9;14;0;
29;7;13;0;
29;7;12;0;
29;17;9;0;
29;18;10;0;
29;19;10;0;
29;20;13;0;
29;18;16;0;
29;12;20;0;
29;19;8;2-10;
29;22;12;6-10;
29;22;13;1-10;
29;21;15;3-10;
29;20;17;4-10;
29;18;18;1-10;
29;14;19;4-10;
29;15;20;2-10;
29;14;21;3-10;
29;12;22;2-10;
29;10;21;1-10;
30;3;5;0;
30;11;14;0;
30;10;15;0;
30;3;10;0;
30;16;6;0;
30;9;15;0;
30;8;15;0;
30;6;11;0;
30;2;13;6-10;
30;2;12;2-10;
30;1;9;3-10;
30;15;4;2-10;
30;16;4;2-10;
30;14;5;2-10;
30;17;4;2-10;
30;9;17;2-10;
30;8;17;3-10;
30;7;16;6-10;
30;6;15;6-10;
30;5;14;3-10;
31;19;11;0;
31;20;14;0;
31;19;16;0;
31;13;20;0;
31;3;11;0;
31;16;7;0;
31;8;14;0;
31;6;13;0;
31;6;12;0;
31;21;13;0;
31;18;17;0;
31;11;20;0;
31;18;7;1-10;
31;22;11;3-10;
31;23;12;3-10;
31;23;13;3-10;
31;22;15;6-10;
31;22;16;1-10;
31;17;19;6-10;
31;15;18;2-10;
31;15;19;6-10;
31;16;20;1-10;
31;15;22;3-10;
31;14;22;6-10;
31;12;23;2-10;
31;11;23;6-10;
31;9;21;1-10;
32;21;14;0;
32;20;15;0;
32;20;16;0;
32;17;17;0;
32;14;20;0;
32;11;21;0;
32;4;12;0;
32;2;9;0;
32;2;10;0;
32;16;5;0;
32;17;6;0;
32;6;14;0;
32;3;14;6-10;
32;2;14;2-10;
32;1;12;4-10;
32;0;9;6-10;
32;15;3;6-10;
32;16;3;6-10;
32;17;3;3-10;
32;10;17;4-10;
32;6;17;4-10;
32;6;16;2-10;
32;4;15;2-10;
33;19;9;0;
33;3;12;0;
33;2;11;0;
33;15;5;0;
33;9;16;0;
33;8;16;0;
33;7;15;0;
33;5;13;0;
33;21;15;0;
33;20;17;0;
33;14;19;0;
33;14;21;0;
33;19;6;4-10;
33;22;10;2-10;
33;23;11;4-10;
33;24;12;3-10;
33;24;13;2-10;
33;24;14;2-10;
33;23;15;3-10;
33;22;17;6-10;
33;18;20;3-10;
33;16;19;6-10;
33;16;18;1-10;
33;16;21;2-10;
33;12;24;4-10;
33;10;23;4-10;
33;9;20;4-10;
33;9;22;3-10;
34;19;8;0;
34;22;12;0;
34;15;20;0;
34;12;22;0;
34;1;9;0;
34;8;17;0;
34;5;14;0;
34;2;15;6-10;
34;0;11;6-10;
34;0;13;1-10;
34;0;12;1-10;
34;0;10;6-10;
34;15;2;3-10;
34;17;2;6-10;
34;7;18;6-10;
34;6;18;6-10;
34;5;17;4-10;
34;5;16;4-10;
34;4;16;3-10;
35;22;13;0;
35;18;18;0;
35;10;21;0;
35;2;13;0;
35;2;12;0;
35;15;4;0;
35;16;4;0;
35;14;5;0;
35;17;4;0;
35;9;17;0;
35;7;16;0;
35;6;15;0;
35;22;11;0;
35;23;12;0;
35;23;13;0;
35;15;22;0;
35;19;5;3-10;
35;20;6;2-10;
35;21;9;6-10;
35;22;9;4-10;
35;21;10;6-10;
35;24;11;6-10;
35;25;12;2-10;
35;24;15;3-10;
35;24;16;6-10;
35;19;20;2-10;
35;18;21;1-10;
35;17;22;3-10;
35;12;25;4-10;
35;11;25;4-10;
35;9;19;3-10;
35;8;20;1-10;
35;8;23;1-10;
36;22;15;0;
36;17;19;0;
36;15;18;0;
36;15;19;0;
36;14;22;0;
36;12;23;0;
36;11;23;0;
36;1;12;0;
36;17;3;0;
36;10;17;0;
36;6;17;0;
36;3;16;3-10;
36;2;16;6-10;
36;15;1;3-10;
36;14;2;2-10;
36;17;1;1-10;
36;4;17;1-10;
36;3;17;4-10;
37;18;7;0;
37;22;16;0;
37;16;20;0;
37;9;21;0;
37;3;14;0;
37;2;14;0;
37;0;9;0;
37;15;3;0;
37;16;3;0;
37;6;16;0;
37;4;15;0;
37;19;6;0;
37;23;11;0;
37;24;12;0;
37;23;15;0;
37;18;20;0;
37;12;24;0;
37;10;23;0;
37;9;20;0;
37;9;22;0;
37;20;5;1-10;
37;20;7;2-10;
37;21;8;3-10;
37;22;8;6-10;
37;23;8;3-10;
37;25;10;4-10;
37;20;20;3-10;
37;19;22;1-10;
37;18;22;6-10;
37;13;25;6-10;
37;13;26;2-10;
37;12;26;3-10;
37;7;21;6-10;
37;7;20;4-10;
37;8;24;3-10;
37;7;23;6-10;
38;22;10;0;
38;24;13;0;
38;24;14;0;
38;22;17;0;
38;16;19;0;
38;16;21;0;
38;15;2;0;
38;5;17;0;
38;5;16;0;
38;4;16;0;
38;2;17;6-10;
38;1;17;3-10;
38;1;16;2-10;
38;15;0;1-10;
38;16;0;1-10;
38;13;1;6-10;
38;13;3;3-10;
38;13;2;3-10;
38;17;0;3-10;
38;18;0;2-10;
38;18;1;1-10;
38;4;18;6-10;
38;3;18;6-10;
39;16;18;0;
39;2;15;0;
39;0;11;0;
39;0;10;0;
39;17;2;0;
39;7;18;0;
39;6;18;0;
39;19;5;0;
39;22;9;0;
39;24;15;0;
39;17;22;0;
39;12;25;0;
39;11;25;0;
39;9;19;0;
39;21;5;3-10;
39;21;7;6-10;
39;23;7;4-10;
39;24;8;1-10;
39;26;10;4-10;
39;20;19;1-10;
39;21;20;6-10;
39;19;23;2-10;
39;18;23;1-10;
39;14;24;1-10;
39;14;25;1-10;
39;7;22;4-10;
39;6;20;4-10;
39;7;25;3-10;
39;7;24;4-10;
40;0;13;0;
40;0;12;0;
40;20;6;0;
40;21;9;0;
40;21;10;0;
40;24;11;0;
40;25;12;0;
40;24;16;0;
40;19;20;0;
40;3;16;0;
40;15;1;0;
40;3;17;0;
40;0;17;3-10;
40;0;15;2-10;
40;14;0;4-10;
40;13;0;1-10;
40;12;2;1-10;
40;19;1;1-10;
40;3;19;6-10;
40;2;19;1-10;
41;18;21;0;
41;8;20;0;
41;8;23;0;
41;2;16;0;
41;14;2;0;
41;21;8;0;
41;23;8;0;
41;25;10;0;
41;20;20;0;
41;12;26;0;
41;7;20;0;
41;8;24;0;
41;22;4;1-10;
41;22;5;2-10;
41;22;6;3-10;
41;23;6;1-10;
41;24;7;6-10;
41;26;9;4-10;
41;27;10;2-10;
41;22;20;1-10;
41;21;21;3-10;
41;20;23;1-10;
41;19;24;1-10;
41;18;24;6-10;
41;15;24;4-10;
41;15;25;3-10;
41;15;26;6-10;
41;5;20;2-10;
41;7;26;2-10;
41;6;24;6-10;
42;17;1;0;
42;4;17;0;
42;20;7;0;
42;22;8;0;
42;18;22;0;
42;13;25;0;
42;13;26;0;
42;7;21;0;
42;7;23;0;
42;1;17;0;
42;13;3;0;
42;13;2;0;
42;17;0;0;
42;0;18;1-10;
42;12;0;1-10;
42;11;1;1-10;
42;11;3;6-10;
42;20;0;1-10;
42;20;1;3-10;
42;20;2;4-10;
42;4;20;2-10;
42;1;19;1-10;
43;20;5;0;
43;19;22;0;
43;2;17;0;
43;1;16;0;
43;13;1;0;
43;18;0;0;
43;4;18;0;
43;3;18;0;
43;21;5;0;
43;23;7;0;
43;26;10;0;
43;7;22;0;
43;6;20;0;
43;7;25;0;
43;7;24;0;
43;25;6;6-10;
43;25;7;3-10;
43;26;8;1-10;
43;28;10;6-10;
43;27;11;2-10;
43;22;21;6-10;
43;22;22;4-10;
43;21;23;6-10;
43;21;24;6-10;
43;18;25;3-10;
43;16;24;1-10;
43;16;25;1-10;
43;15;27;3-10;
43;14;27;1-10;
43;4;21;3-10;
43;7;27;6-10;
43;6;26;2-10;
43;5;25;2-10;
43;5;24;6-10;
44;15;0;0;
44;16;0;0;
44;18;1;0;
44;21;7;0;
44;21;20;0;
44;19;23;0;
44;0;17;0;
44;14;0;0;
44;0;19;1-10;
44;11;0;4-10;
44;10;1;4-10;
44;21;0;4-10;
44;21;2;6-10;
44;20;3;3-10;
44;19;3;3-10;
44;1;20;6-10;
45;24;8;0;
45;20;19;0;
45;18;23;0;
45;14;24;0;
45;14;25;0;
45;0;15;0;
45;3;19;0;
45;22;6;0;
45;26;9;0;
45;21;21;0;
45;15;24;0;
45;15;25;0;
45;24;5;1-10;
45;25;5;3-10;
45;26;7;1-10;
45;29;10;2-10;
45;28;11;2-10;
45;28;12;3-10;
45;23;21;2-10;
45;23;22;3-10;
45;22;23;1-10;
45;21;25;2-10;
45;20;25;6-10;
45;19;26;6-10;
45;18;26;6-10;
45;17;26;1-10;
45;16;27;2-10;
45;16;28;2-10;
45;14;28;3-10;
45;5;22;6-10;
45;4;22;2-10;
45;8;27;3-10;
45;8;28;3-10;
45;7;28;1-10;
45;5;27;1-10;
45;4;25;1-10;
45;4;23;2-10;
46;13;0;0;
46;12;2;0;
46;19;1;0;
46;2;19;0;
46;22;5;0;
46;24;7;0;
46;27;10;0;
46;18;24;0;
46;15;26;0;
46;5;20;0;
46;7;26;0;
46;6;24;0;
46;20;1;0;
46;20;2;0;
46;22;0;4-10;
46;22;2;4-10;
46;0;21;6-10;
47;22;4;0;
47;23;6;0;
47;22;20;0;
47;20;23;0;
47;19;24;0;
47;11;3;0;
47;4;20;0;
47;25;7;0;
47;22;22;0;
47;18;25;0;
47;15;27;0;
47;4;21;0;
47;25;4;6-10;
47;26;4;1-10;
47;26;5;3-10;
47;27;6;1-10;
47;27;7;4-10;
47;27;13;4-10;
47;24;22;4-10;
47;23;23;2-10;
47;23;24;2-10;
47;22;25;3-10;
47;22;26;3-10;
47;21;26;1-10;
47;20;26;2-10;
47;19;27;3-10;
47;17;27;1-10;
47;17;28;1-10;
47;16;29;2-10;
47;15;29;2-10;
47;13;29;2-10;
47;3;23;3-10;
47;9;27;1-10;
47;6;29;6-10;
47;6;28;4-10;
47;4;27;2-10;
47;4;26;2-10;
48;0;18;0;
48;12;0;0;
48;11;1;0;
48;20;0;0;
48;1;19;0;
48;25;6;0;
48;28;10;0;
48;27;11;0;
48;22;21;0;
48;21;23;0;
48;21;24;0;
48;7;27;0;
48;6;26;0;
48;5;25;0;
48;5;24;0;
48;11;0;0;
48;10;1;0;
48;21;0;0;
48;20;3;0;
48;19;3;0;
48;22;1;4-10;
48;23;2;3-10;
48;1;22;2-10;
48;0;22;4-10;
49;26;8;0;
49;16;24;0;
49;16;25;0;
49;14;27;0;
49;21;2;0;
49;1;20;0;
49;25;5;0;
49;28;12;0;
49;23;22;0;
49;14;28;0;
49;8;27;0;
49;8;28;0;
49;26;3;2-10;
49;27;4;6-10;
49;27;5;4-10;
49;28;6;6-10;
49;28;8;2-10;
49;27;14;6-10;
49;26;13;6-10;
49;25;22;4-10;
49;24;23;4-10;
49;24;24;3-10;
49;23;25;1-10;
49;22;27;2-10;
49;21;27;2-10;
49;20;27;6-10;
49;20;28;1-10;
49;18;28;4-10;
49;12;29;1-10;
49;3;24;3-10;
49;2;23;6-10;
49;10;27;1-10;
49;5;29;6-10;
49;3;27;3-10;
49;3;26;2-10;
50;0;19;0;
50;29;10;0;
50;28;11;0;
50;23;21;0;
50;21;25;0;
50;20;25;0;
50;19;26;0;
50;18;26;0;
50;16;27;0;
50;16;28;0;
50;5;22;0;
50;4;22;0;
50;4;23;0;
50;22;0;0;
50;22;2;0;
50;23;1;1-10;
50;24;2;3-10;
50;23;3;2-10;
50;0;23;6-10;
51;24;5;0;
51;26;7;0;
51;22;23;0;
51;17;26;0;
51;7;28;0;
51;5;27;0;
51;4;25;0;
51;0;21;0;
51;26;5;0;
51;27;7;0;
51;27;13;0;
51;24;22;0;
51;22;25;0;
51;22;26;0;
51;19;27;0;
51;3;23;0;
51;6;28;0;
51;27;3;4-10;
51;28;4;4-10;
51;29;6;3-10;
51;29;8;4-10;
51;27;15;1-10;
51;26;15;6-10;
51;25;21;6-10;
51;25;23;4-10;
51;25;24;4-10;
51;24;25;4-10;
51;24;26;1-10;
51;22;28;3-10;
51;21;28;2-10;
51;20;29;6-10;
51;19;29;1-10;
51;12;28;3-10;
51;11;29;3-10;
51;2;25;6-10;
51;2;24;6-10;
51;11;28;1-10;
51;4;29;4-10;
51;3;28;1-10;
51;2;27;2-10;
51;2;26;2-10;
52;25;4;0;
52;23;23;0;
52;23;24;0;
52;20;26;0;
52;16;29;0;
52;15;29;0;
52;13;29;0;
52;6;29;0;
52;4;27;0;
52;4;26;0;
52;22;1;0;
52;23;2;0;
52;0;22;0;
52;24;0;1-10;
52;24;1;6-10;
52;25;2;6-10;
52;1;24;4-10;
52;0;24;6-10;
53;26;4;0;
53;27;6;0;
53;21;26;0;
53;17;27;0;
53;17;28;0;
53;9;27;0;
53;1;22;0;
53;27;5;0;
53;25;22;0;
53;24;23;0;
53;24;24;0;
53;18;28;0;
53;3;24;0;
53;3;27;0;
53;28;3;2-10;
53;29;4;4-10;
53;29;5;1-10;
53;29;7;4-10;
53;28;16;3-10;
53;27;16;4-10;
53;26;20;3-10;
53;26;21;1-10;
53;26;23;6-10;
53;25;26;4-10;
53;24;27;4-10;
53;22;29;3-10;
53;10;29;4-10;
53;3;29;3-10;
53;2;29;4-10;
53;1;26;4-10;
54;26;3;0;
54;27;4;0;
54;28;6;0;
54;28;8;0;
54;27;14;0;
54;26;13;0;
54;22;27;0;
54;21;27;0;
54;20;27;0;
54;2;23;0;
54;5;29;0;
54;3;26;0;
54;24;2;0;
54;25;0;4-10;
54;25;1;3-10;
54;0;25;2-10;
55;23;25;0;
55;20;28;0;
55;12;29;0;
55;10;27;0;
55;23;3;0;
55;0;23;0;
55;27;3;0;
55;28;4;0;
55;29;6;0;
55;29;8;0;
55;25;23;0;
55;25;24;0;
55;24;25;0;
55;22;28;0;
55;12;28;0;
55;11;29;0;
55;4;29;0;
55;29;2;6-10;
55;29;3;2-10;
55;28;17;3-10;
55;26;17;4-10;
55;25;19;2-10;
55;26;19;4-10;
55;27;20;2-10;
55;27;21;4-10;
55;27;22;1-10;
55;27;23;1-10;
55;27;24;2-10;
55;26;26;4-10;
55;25;27;1-10;
55;9;29;4-10;
55;1;29;6-10;
55;0;27;4-10;
55;0;26;6-10;
56;23;1;0;
56;26;15;0;
56;25;21;0;
56;21;28;0;
56;20;29;0;
56;2;25;0;
56;2;24;0;
56;2;27;0;
56;2;26;0;
56;1;24;0;
56;26;1;4-10;
57;27;15;0;
57;24;26;0;
57;19;29;0;
57;11;28;0;
57;3;28;0;
57;24;1;0;
57;25;2;0;
57;0;24;0;
57;29;4;0;
57;29;7;0;
57;28;16;0;
57;27;16;0;
57;26;20;0;
57;25;26;0;
57;24;27;0;
57;22;29;0;
57;10;29;0;
57;3;29;0;
57;2;29;0;
57;1;26;0;
57;28;1;6-10;
57;29;1;2-10;
57;29;17;1-10;
57;28;18;4-10;
57;27;18;6-10;
57;25;18;2-10;
57;24;19;6-10;
57;27;19;6-10;
57;28;21;3-10;
57;28;23;6-10;
57;26;25;1-10;
57;27;26;1-10;
57;26;27;4-10;
57;26;28;6-10;
57;1;28;4-10;
57;0;29;2-10;
57;0;28;2-10;
58;24;0;0;
58;28;3;0;
58;26;23;0;
58;25;0;0;
58;25;1;0;
58;27;0;6-10;
59;29;5;0;
59;26;21;0;
59;0;25;0;
59;28;17;0;
59;26;17;0;
59;26;19;0;
59;27;21;0;
59;26;26;0;
59;9;29;0;
59;0;27;0;
59;29;0;2-10;
59;24;18;6-10;
59;29;20;2-10;
59;29;23;4-10;
59;29;24;6-10;
59;28;26;3-10;
59;27;27;3-10;
59;26;29;3-10;
59;25;29;2-10;
60;29;2;0;
60;29;3;0;
60;25;19;0;
60;27;20;0;
60;27;24;0;
60;1;29;0;
60;0;26;0;
60;26;1;0;
61;27;22;0;
61;27;23;0;
61;25;27;0;
61;28;18;0;
61;28;21;0;
61;26;27;0;
61;1;28;0;
61;29;19;1-10;
61;29;26;1-10;
61;28;28;6-10;
61;24;29;2-10;
62;28;1;0;
62;29;1;0;
62;27;18;0;
62;25;18;0;
62;24;19;0;
62;27;19;0;
62;28;23;0;
62;26;28;0;
62;0;29;0;
62;0;28;0;
63;29;17;0;
63;26;25;0;
63;27;26;0;
63;27;0;0;
63;29;23;0;
63;28;26;0;
63;27;27;0;
63;26;29;0;
64;29;0;0;
64;24;18;0;
64;29;20;0;
64;29;24;0;
64;25;29;0;
66;28;28;0;
66;24;29;0;
67;29;19;0;
67;29;26;0;
------------------------;
Nombre de cases intactes : 338
Nombre de cases brûlées : 562
Pourcentage de cases brûlées : 62,44
Nombre de pompiers déployés : 0
Nombre de pompiers morts : 0
